<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
USDRUB;D;20210217;000000;73.6380000
USDRUB;D;20210218;000000;73.8130000
USDRUB;D;20210219;000000;74.0940000
USDRUB;D;20210221;000000;74.0220000
USDRUB;D;20210222;000000;74.1250000
USDRUB;D;20210223;000000;73.9500000
USDRUB;D;20210224;000000;73.5079000
USDRUB;D;20210225;000000;74.6600000
USDRUB;D;20210226;000000;74.1750000
USDRUB;D;20210228;000000;74.3110000
USDRUB;D;20210301;000000;74.2424000
USDRUB;D;20210302;000000;73.7270000
USDRUB;D;20210303;000000;73.9430000
USDRUB;D;20210304;000000;74.5130000
USDRUB;D;20210305;000000;74.0770000
USDRUB;D;20210307;000000;73.9520000
USDRUB;D;20210308;000000;74.3920000
USDRUB;D;20210309;000000;74.1367000
USDRUB;D;20210310;000000;73.4800000
USDRUB;D;20210311;000000;73.3044000
USDRUB;D;20210312;000000;73.2461000
USDRUB;D;20210314;000000;73.2940000
USDRUB;D;20210315;000000;72.7404000
USDRUB;D;20210316;000000;72.9299000
USDRUB;D;20210317;000000;73.6611000
USDRUB;D;20210318;000000;74.3209000
USDRUB;D;20210319;000000;74.0959000
USDRUB;D;20210321;000000;74.3235000
USDRUB;D;20210322;000000;74.8770000
USDRUB;D;20210323;000000;76.3250000
USDRUB;D;20210324;000000;76.6455000
USDRUB;D;20210325;000000;76.1447000
USDRUB;D;20210326;000000;75.7547000
USDRUB;D;20210328;000000;75.6686000
USDRUB;D;20210329;000000;75.6751000
USDRUB;D;20210330;000000;76.0007000
USDRUB;D;20210331;000000;75.7061000
USDRUB;D;20210401;000000;76.1490000
USDRUB;D;20210402;000000;76.4630000
USDRUB;D;20210404;000000;76.3960000
USDRUB;D;20210405;000000;76.4697000
USDRUB;D;20210406;000000;77.1080000
USDRUB;D;20210407;000000;77.2081000
USDRUB;D;20210408;000000;76.5460000
USDRUB;D;20210409;000000;77.3728000
USDRUB;D;20210411;000000;77.4027000
USDRUB;D;20210412;000000;77.3304000
USDRUB;D;20210413;000000;75.9478000
USDRUB;D;20210414;000000;75.8680000
USDRUB;D;20210415;000000;76.0740000
USDRUB;D;20210416;000000;75.7650000
USDRUB;D;20210418;000000;75.9610000
USDRUB;D;20210419;000000;76.3104000
USDRUB;D;20210420;000000;76.6439000
USDRUB;D;20210421;000000;76.5981000
USDRUB;D;20210422;000000;75.4966000
USDRUB;D;20210423;000000;74.8750000
USDRUB;D;20210425;000000;74.9310000
USDRUB;D;20210426;000000;75.0038000
USDRUB;D;20210427;000000;74.8064000
USDRUB;D;20210428;000000;74.3822000
USDRUB;D;20210429;000000;74.5280000
USDRUB;D;20210430;000000;75.1870000
USDRUB;D;20210502;000000;74.9370000
USDRUB;D;20210503;000000;74.8383000
USDRUB;D;20210504;000000;74.7313000
USDRUB;D;20210505;000000;74.8100000
USDRUB;D;20210506;000000;74.1776000
USDRUB;D;20210507;000000;73.7450000
USDRUB;D;20210509;000000;73.6232000
USDRUB;D;20210510;000000;74.2899000
USDRUB;D;20210511;000000;74.1776000
USDRUB;D;20210512;000000;74.5886000
USDRUB;D;20210513;000000;74.0029000
USDRUB;D;20210514;000000;73.9900000
USDRUB;D;20210516;000000;74.0799000
USDRUB;D;20210517;000000;73.7876000
USDRUB;D;20210518;000000;73.6731000
USDRUB;D;20210519;000000;73.7591000
USDRUB;D;20210520;000000;73.4912000
USDRUB;D;20210521;000000;73.6231000
USDRUB;D;20210523;000000;73.6444000
USDRUB;D;20210524;000000;73.4517000
USDRUB;D;20210525;000000;73.5091000
USDRUB;D;20210526;000000;73.5383000
USDRUB;D;20210527;000000;73.4439000
USDRUB;D;20210528;000000;73.2020000
USDRUB;D;20210530;000000;73.0670000
USDRUB;D;20210531;000000;73.3870000
USDRUB;D;20210601;000000;73.5500000
USDRUB;D;20210602;000000;73.1563000
USDRUB;D;20210603;000000;73.2130000
USDRUB;D;20210604;000000;72.7210000
USDRUB;D;20210606;000000;73.0119000
USDRUB;D;20210607;000000;72.8015000
USDRUB;D;20210608;000000;72.2638000
USDRUB;D;20210609;000000;72.3391000
USDRUB;D;20210610;000000;71.7310000
USDRUB;D;20210611;000000;71.9460000
USDRUB;D;20210613;000000;72.0761000
USDRUB;D;20210614;000000;71.9740000
USDRUB;D;20210615;000000;72.1937000
USDRUB;D;20210616;000000;72.4600000
USDRUB;D;20210617;000000;72.4185000
USDRUB;D;20210618;000000;72.7073000
USDRUB;D;20210620;000000;72.8080000
USDRUB;D;20210621;000000;73.1317000
USDRUB;D;20210622;000000;72.8700000
USDRUB;D;20210623;000000;72.6425000
USDRUB;D;20210624;000000;72.2714000
USDRUB;D;20210625;000000;72.2014000
USDRUB;D;20210627;000000;72.2274000
USDRUB;D;20210628;000000;72.1160000
USDRUB;D;20210629;000000;72.7402000
USDRUB;D;20210630;000000;73.0264000
USDRUB;D;20210701;000000;73.4866000
USDRUB;D;20210702;000000;73.0580000
USDRUB;D;20210704;000000;73.1801000
USDRUB;D;20210705;000000;73.4638000
USDRUB;D;20210706;000000;74.4903000
USDRUB;D;20210707;000000;74.6501000
USDRUB;D;20210708;000000;74.7117000
USDRUB;D;20210709;000000;74.3494000
USDRUB;D;20210711;000000;74.1430000
USDRUB;D;20210712;000000;74.2990000
USDRUB;D;20210713;000000;74.3545000
USDRUB;D;20210714;000000;74.1405000
USDRUB;D;20210715;000000;74.3200000
USDRUB;D;20210716;000000;74.0050000
USDRUB;D;20210718;000000;73.9821000
USDRUB;D;20210719;000000;74.6766000
USDRUB;D;20210720;000000;74.3494000
USDRUB;D;20210721;000000;73.9718000
USDRUB;D;20210722;000000;73.6396000
USDRUB;D;20210723;000000;73.8102000
USDRUB;D;20210725;000000;73.5670000
USDRUB;D;20210726;000000;73.7195000
USDRUB;D;20210727;000000;73.6675000
USDRUB;D;20210728;000000;73.4321000
USDRUB;D;20210729;000000;73.2157000
USDRUB;D;20210730;000000;73.0932000
USDRUB;D;20210801;000000;73.0540000
USDRUB;D;20210802;000000;72.9771000
USDRUB;D;20210803;000000;72.8710000
USDRUB;D;20210804;000000;73.1500000
USDRUB;D;20210805;000000;73.1476000
USDRUB;D;20210806;000000;73.4860000
USDRUB;D;20210808;000000;73.5229000
USDRUB;D;20210809;000000;73.6014000
USDRUB;D;20210810;000000;73.9591000
USDRUB;D;20210811;000000;73.4113000
USDRUB;D;20210812;000000;73.5081000
USDRUB;D;20210813;000000;73.3190000
USDRUB;D;20210815;000000;73.1982000
USDRUB;D;20210816;000000;73.1700000
USDRUB;D;20210817;000000;73.5250000
USDRUB;D;20210818;000000;73.8567000
USDRUB;D;20210819;000000;74.2957000
USDRUB;D;20210820;000000;74.2550000
USDRUB;D;20210822;000000;74.2052000
USDRUB;D;20210823;000000;74.0887000
USDRUB;D;20210824;000000;73.7633000
USDRUB;D;20210825;000000;73.8077000
USDRUB;D;20210826;000000;74.2844000
USDRUB;D;20210827;000000;73.4440000
USDRUB;D;20210829;000000;73.2050000
USDRUB;D;20210830;000000;73.3995000
USDRUB;D;20210831;000000;73.3081000
USDRUB;D;20210901;000000;72.9741000
USDRUB;D;20210902;000000;73.1540000
USDRUB;D;20210903;000000;72.8328000
USDRUB;D;20210905;000000;72.7847000
USDRUB;D;20210906;000000;72.9723000
USDRUB;D;20210907;000000;73.3498000
USDRUB;D;20210908;000000;73.2685000
USDRUB;D;20210909;000000;72.8362000
USDRUB;D;20210910;000000;73.1692000
USDRUB;D;20210912;000000;73.0309000
USDRUB;D;20210913;000000;72.6152000
USDRUB;D;20210914;000000;72.8754000
USDRUB;D;20210915;000000;72.2472000
USDRUB;D;20210916;000000;72.3960000
USDRUB;D;20210917;000000;72.8852000
USDRUB;D;20210919;000000;72.8051000
USDRUB;D;20210920;000000;73.2600000
USDRUB;D;20210921;000000;72.9372000
USDRUB;D;20210922;000000;72.9859000
USDRUB;D;20210923;000000;72.6398000
USDRUB;D;20210924;000000;72.5800000
USDRUB;D;20210926;000000;72.7711000
USDRUB;D;20210927;000000;72.5710000
USDRUB;D;20210928;000000;72.8653000
USDRUB;D;20210929;000000;72.8378000
USDRUB;D;20210930;000000;72.7186000
USDRUB;D;20211001;000000;72.5902000
USDRUB;D;20211003;000000;72.7696000
USDRUB;D;20211004;000000;72.4480000
USDRUB;D;20211005;000000;72.2828000
USDRUB;D;20211006;000000;72.3560000
USDRUB;D;20211007;000000;71.7736000
USDRUB;D;20211008;000000;71.8084000
USDRUB;D;20211010;000000;71.5970000
USDRUB;D;20211011;000000;71.8520000
USDRUB;D;20211012;000000;71.8296000
USDRUB;D;20211013;000000;71.9696000
USDRUB;D;20211014;000000;71.3917000
USDRUB;D;20211015;000000;70.9880000
USDRUB;D;20211017;000000;70.9901000
USDRUB;D;20211018;000000;71.1880000
USDRUB;D;20211019;000000;70.8170000
USDRUB;D;20211020;000000;70.8140000
USDRUB;D;20211021;000000;70.9789000
USDRUB;D;20211022;000000;70.3091000
USDRUB;D;20211024;000000;70.3819000
USDRUB;D;20211025;000000;69.7929000
USDRUB;D;20211026;000000;69.3852000
USDRUB;D;20211027;000000;70.5400000
USDRUB;D;20211028;000000;70.0418000
USDRUB;D;20211029;000000;70.9271000
USDRUB;D;20211031;000000;70.6696000
USDRUB;D;20211101;000000;71.5981000
USDRUB;D;20211102;000000;71.6191000
USDRUB;D;20211103;000000;71.6260000
USDRUB;D;20211104;000000;71.4508000
USDRUB;D;20211105;000000;71.1489000
USDRUB;D;20211107;000000;71.1608000
USDRUB;D;20211108;000000;71.1480000
USDRUB;D;20211109;000000;70.6905000
USDRUB;D;20211110;000000;71.2648000
USDRUB;D;20211111;000000;71.5705000
USDRUB;D;20211112;000000;72.8772000
USDRUB;D;20211114;000000;72.7194000
USDRUB;D;20211115;000000;72.3640000
USDRUB;D;20211116;000000;73.0417000
USDRUB;D;20211117;000000;72.5100000
USDRUB;D;20211118;000000;73.0270000
USDRUB;D;20211119;000000;73.5737000
USDRUB;D;20211121;000000;73.3499000
USDRUB;D;20211122;000000;74.9270000
USDRUB;D;20211123;000000;74.1640000
USDRUB;D;20211124;000000;74.8540000
USDRUB;D;20211125;000000;74.5546000
USDRUB;D;20211126;000000;75.5680000
USDRUB;D;20211128;000000;75.2852000
USDRUB;D;20211129;000000;74.3360000
USDRUB;D;20211130;000000;73.9410000
USDRUB;D;20211201;000000;74.1362000
USDRUB;D;20211202;000000;73.6349000
USDRUB;D;20211203;000000;73.6920000
USDRUB;D;20211205;000000;73.6933000
USDRUB;D;20211206;000000;74.3280000
USDRUB;D;20211207;000000;74.0198000
USDRUB;D;20211208;000000;73.4637000
USDRUB;D;20211209;000000;73.5170000
USDRUB;D;20211210;000000;73.3943000
USDRUB;D;20211212;000000;73.3943000
USDRUB;D;20211213;000000;73.4645000
USDRUB;D;20211214;000000;73.7210000
USDRUB;D;20211215;000000;73.5620000
USDRUB;D;20211216;000000;73.7924000
USDRUB;D;20211217;000000;74.1747000
USDRUB;D;20211219;000000;74.1581000
USDRUB;D;20211220;000000;74.1092000
USDRUB;D;20211221;000000;74.0530000
USDRUB;D;20211222;000000;73.6000000
USDRUB;D;20211223;000000;73.3583000
USDRUB;D;20211224;000000;73.6863000
USDRUB;D;20211226;000000;73.4178000
USDRUB;D;20211227;000000;73.3803000
USDRUB;D;20211228;000000;73.6798000
USDRUB;D;20211229;000000;74.0021000
USDRUB;D;20211230;000000;74.4476000
USDRUB;D;20211231;000000;74.7813000
USDRUB;D;20220102;000000;74.7545000
USDRUB;D;20220103;000000;74.5490000
USDRUB;D;20220104;000000;75.2994000
USDRUB;D;20220105;000000;76.6961000
USDRUB;D;20220106;000000;76.2934000
USDRUB;D;20220107;000000;75.7251000
USDRUB;D;20220109;000000;75.5988000
USDRUB;D;20220110;000000;74.7640000
USDRUB;D;20220111;000000;74.3840000
USDRUB;D;20220112;000000;74.5280000
USDRUB;D;20220113;000000;76.2575000
USDRUB;D;20220114;000000;76.2366000
USDRUB;D;20220116;000000;76.4480000
USDRUB;D;20220117;000000;76.1631000
USDRUB;D;20220118;000000;76.8433000
USDRUB;D;20220119;000000;76.1560000
USDRUB;D;20220120;000000;76.7701000
USDRUB;D;20220121;000000;77.5800000
USDRUB;D;20220123;000000;77.4118000
USDRUB;D;20220124;000000;78.6832000
USDRUB;D;20220125;000000;78.7197000
USDRUB;D;20220126;000000;79.3659000
USDRUB;D;20220127;000000;78.0155000
USDRUB;D;20220128;000000;78.2919000
USDRUB;D;20220130;000000;77.9281000
USDRUB;D;20220131;000000;77.1550000
USDRUB;D;20220201;000000;76.7196000
USDRUB;D;20220202;000000;76.1212000
USDRUB;D;20220203;000000;76.4683000
USDRUB;D;20220204;000000;75.7369000
USDRUB;D;20220206;000000;76.0950000
USDRUB;D;20220207;000000;75.4234000
USDRUB;D;20220208;000000;75.1280000
USDRUB;D;20220209;000000;74.5700000
USDRUB;D;20220210;000000;74.8600000
USDRUB;D;20220211;000000;77.2928000
USDRUB;D;20220213;000000;77.5693000
USDRUB;D;20220214;000000;76.4733000
USDRUB;D;20220215;000000;75.4773000
USDRUB;D;20220216;000000;75.0684000
USDRUB;D;20220217;000000;76.0590000
USDRUB;D;20220218;000000;77.1640000
USDRUB;D;20220220;000000;78.0533000
USDRUB;D;20220221;000000;80.3536000
USDRUB;D;20220222;000000;78.8413000
USDRUB;D;20220223;000000;81.1490000
USDRUB;D;20220224;000000;84.9539000
USDRUB;D;20220225;000000;83.9002000
USDRUB;D;20220227;000000;83.9043000
USDRUB;D;20220228;000000;104.2585000
USDRUB;D;20220301;000000;108.4769000
USDRUB;D;20220302;000000;102.0000000
USDRUB;D;20220303;000000;108.7500000
USDRUB;D;20220304;000000;121.7875000
USDRUB;D;20220306;000000;121.7875000
USDRUB;D;20220307;000000;130.2500000
USDRUB;D;20220308;000000;127.7000000
USDRUB;D;20220309;000000;133.5000000
USDRUB;D;20220310;000000;129.5000000
USDRUB;D;20220311;000000;133.2500000
USDRUB;D;20220313;000000;132.9316000
USDRUB;D;20220314;000000;120.4561000
USDRUB;D;20220315;000000;108.4500000
USDRUB;D;20220316;000000;95.7500000
USDRUB;D;20220317;000000;103.0754000
USDRUB;D;20220318;000000;103.0000000
USDRUB;D;20220320;000000;101.0982000
USDRUB;D;20220321;000000;106.6625000
USDRUB;D;20220322;000000;105.9931000
USDRUB;D;20220323;000000;96.7266000
USDRUB;D;20220324;000000;102.2056000
USDRUB;D;20220325;000000;101.2500000
USDRUB;D;20220327;000000;100.9007000
USDRUB;D;20220328;000000;95.7500000
USDRUB;D;20220329;000000;85.0000000
USDRUB;D;20220330;000000;83.4701000
USDRUB;D;20220331;000000;81.7081000
USDRUB;D;20220401;000000;85.0000000
USDRUB;D;20220403;000000;82.7500000
USDRUB;D;20220404;000000;82.2500000
USDRUB;D;20220405;000000;83.9925000
USDRUB;D;20220406;000000;82.1150000
USDRUB;D;20220407;000000;78.5000000
USDRUB;D;20220408;000000;79.5000000
USDRUB;D;20220410;000000;80.2500000
USDRUB;D;20220411;000000;82.7500000
USDRUB;D;20220412;000000;85.3625000
USDRUB;D;20220413;000000;81.9250000
USDRUB;D;20220414;000000;81.8750000
USDRUB;D;20220415;000000;82.7500000
USDRUB;D;20220417;000000;82.7500000
USDRUB;D;20220418;000000;80.3750000
USDRUB;D;20220419;000000;80.9679000
USDRUB;D;20220420;000000;82.2500000
USDRUB;D;20220421;000000;80.8626000
USDRUB;D;20220422;000000;76.6250000
USDRUB;D;20220424;000000;76.6250000
USDRUB;D;20220425;000000;75.0250000
USDRUB;D;20220426;000000;74.8750000
USDRUB;D;20220427;000000;73.8810000
USDRUB;D;20220428;000000;72.7522000
USDRUB;D;20220429;000000;70.6000000
USDRUB;D;20220502;000000;70.5608000
USDRUB;D;20220503;000000;68.2539000
USDRUB;D;20220504;000000;65.3750000
USDRUB;D;20220505;000000;64.0750000
USDRUB;D;20220506;000000;67.5000000
USDRUB;D;20220509;000000;68.9500000
USDRUB;D;20220510;000000;68.7500000
USDRUB;D;20220511;000000;66.0000000
USDRUB;D;20220512;000000;65.1145000
USDRUB;D;20220513;000000;64.5000000
USDRUB;D;20220516;000000;63.8750000
USDRUB;D;20220517;000000;64.2500000
USDRUB;D;20220518;000000;63.5000000
USDRUB;D;20220519;000000;62.1176000
USDRUB;D;20220520;000000;61.2500000
USDRUB;D;20220522;000000;60.8394000
USDRUB;D;20220523;000000;58.5856000
USDRUB;D;20220524;000000;56.3750000
USDRUB;D;20220525;000000;60.2000000
USDRUB;D;20220526;000000;64.0000000
USDRUB;D;20220527;000000;65.7500000
USDRUB;D;20220529;000000;65.7500000
USDRUB;D;20220530;000000;63.7500000
USDRUB;D;20220531;000000;62.0000000
USDRUB;D;20220601;000000;63.4823000
USDRUB;D;20220602;000000;62.7500000
USDRUB;D;20220603;000000;62.6100000
USDRUB;D;20220605;000000;63.0000000
USDRUB;D;20220606;000000;61.3812000
USDRUB;D;20220607;000000;61.0000000
USDRUB;D;20220608;000000;60.7400000
USDRUB;D;20220609;000000;58.0124000
USDRUB;D;20220610;000000;55.1250000
USDRUB;D;20220612;000000;57.5000000
USDRUB;D;20220613;000000;57.4804000
USDRUB;D;20220614;000000;58.3542000
USDRUB;D;20220615;000000;57.2212000
USDRUB;D;20220616;000000;58.5348000
USDRUB;D;20220617;000000;56.5000000
USDRUB;D;20220619;000000;56.0000000
USDRUB;D;20220620;000000;54.0000000
USDRUB;D;20220621;000000;53.1250000
USDRUB;D;20220622;000000;54.0000000
USDRUB;D;20220623;000000;54.4869000
USDRUB;D;20220624;000000;53.6000000
USDRUB;D;20220626;000000;53.3708000
USDRUB;D;20220627;000000;53.1000000
USDRUB;D;20220628;000000;53.0000000
USDRUB;D;20220629;000000;51.9783000
USDRUB;D;20220630;000000;54.1250000
USDRUB;D;20220701;000000;55.2500000
USDRUB;D;20220703;000000;53.9495000
USDRUB;D;20220704;000000;56.2500000
USDRUB;D;20220705;000000;61.7500000
USDRUB;D;20220706;000000;62.8000000
USDRUB;D;20220707;000000;63.0679000
USDRUB;D;20220708;000000;63.0000000
USDRUB;D;20220710;000000;64.9074000
USDRUB;D;20220711;000000;64.2500000
USDRUB;D;20220712;000000;58.4195000
USDRUB;D;20220713;000000;58.4568000
USDRUB;D;20220714;000000;58.2678000
USDRUB;D;20220715;000000;55.5000000
USDRUB;D;20220717;000000;55.5000000
USDRUB;D;20220718;000000;57.0075000
USDRUB;D;20220719;000000;56.4543000
USDRUB;D;20220720;000000;54.2500000
USDRUB;D;20220721;000000;58.0053000
USDRUB;D;20220722;000000;57.9250000
USDRUB;D;20220724;000000;58.0948000
USDRUB;D;20220725;000000;57.7500000
USDRUB;D;20220726;000000;60.0473000
USDRUB;D;20220727;000000;59.3575000
USDRUB;D;20220728;000000;61.7500000
USDRUB;D;20220729;000000;61.5000000
USDRUB;D;20220731;000000;61.5000000
USDRUB;D;20220801;000000;60.7500000
USDRUB;D;20220802;000000;59.3750000
USDRUB;D;20220803;000000;60.8600000
USDRUB;D;20220804;000000;61.8456000
USDRUB;D;20220805;000000;60.5349000
USDRUB;D;20220807;000000;60.5153000
USDRUB;D;20220808;000000;61.1250000
USDRUB;D;20220809;000000;60.4649000
USDRUB;D;20220810;000000;61.5024000
USDRUB;D;20220811;000000;60.6188000
USDRUB;D;20220812;000000;60.7500000
USDRUB;D;20220814;000000;61.5011000
USDRUB;D;20220815;000000;61.4846000
USDRUB;D;20220816;000000;61.4873000
USDRUB;D;20220817;000000;60.4716000
USDRUB;D;20220818;000000;59.9819000
USDRUB;D;20220819;000000;58.7500000
USDRUB;D;20220821;000000;59.4858000
USDRUB;D;20220822;000000;60.1236000
USDRUB;D;20220823;000000;59.5000000
USDRUB;D;20220824;000000;59.8105000
USDRUB;D;20220825;000000;60.1500000
USDRUB;D;20220826;000000;59.5500000
USDRUB;D;20220828;000000;60.2923000
USDRUB;D;20220829;000000;61.7500000
USDRUB;D;20220830;000000;59.9679000
USDRUB;D;20220831;000000;59.3750000
USDRUB;D;20220901;000000;59.4600000
USDRUB;D;20220902;000000;60.2562000
USDRUB;D;20220904;000000;60.2988000
USDRUB;D;20220905;000000;60.9478000
USDRUB;D;20220906;000000;61.2743000
USDRUB;D;20220907;000000;62.2850000
USDRUB;D;20220908;000000;61.4778000
USDRUB;D;20220909;000000;59.7800000
USDRUB;D;20220911;000000;60.0713000
USDRUB;D;20220912;000000;59.3200000
USDRUB;D;20220913;000000;61.7350000
USDRUB;D;20220914;000000;59.7118000
USDRUB;D;20220915;000000;59.6139000
USDRUB;D;20220916;000000;59.7500000
USDRUB;D;20220919;000000;60.0700000
USDRUB;D;20220920;000000;61.4148000
USDRUB;D;20220921;000000;61.5692000
USDRUB;D;20220922;000000;59.8969000
USDRUB;D;20220923;000000;56.8700000
USDRUB;D;20220925;000000;56.5000000
USDRUB;D;20220926;000000;58.5350000
USDRUB;D;20220927;000000;58.1500000
USDRUB;D;20220928;000000;57.9340000
USDRUB;D;20220929;000000;56.7500000
USDRUB;D;20220930;000000;59.2000000
USDRUB;D;20221002;000000;60.2238000
USDRUB;D;20221003;000000;58.0211000
USDRUB;D;20221004;000000;59.0165000
USDRUB;D;20221005;000000;60.0000000
USDRUB;D;20221006;000000;60.7500000
USDRUB;D;20221007;000000;60.9500000
USDRUB;D;20221010;000000;62.0000000
USDRUB;D;20221011;000000;65.4302000
USDRUB;D;20221012;000000;63.8000000
USDRUB;D;20221013;000000;63.9500000
USDRUB;D;20221014;000000;61.9000000
USDRUB;D;20221016;000000;61.1500000
USDRUB;D;20221017;000000;61.0500000
USDRUB;D;20221018;000000;60.5000000
USDRUB;D;20221019;000000;61.8500000
USDRUB;D;20221020;000000;61.5000000
USDRUB;D;20221021;000000;60.6500000
USDRUB;D;20221024;000000;61.0000000
USDRUB;D;20221025;000000;60.2500000
USDRUB;D;20221026;000000;61.2500000
USDRUB;D;20221027;000000;61.3000000
USDRUB;D;20221028;000000;61.5000000
USDRUB;D;20221030;000000;61.5000000
USDRUB;D;20221031;000000;61.0000000
USDRUB;D;20221101;000000;61.7500000
USDRUB;D;20221102;000000;60.7000000
USDRUB;D;20221103;000000;61.3500000
USDRUB;D;20221104;000000;61.9000000
USDRUB;D;20221106;000000;60.9500000
USDRUB;D;20221107;000000;61.4000000
USDRUB;D;20221108;000000;59.6000000
USDRUB;D;20221109;000000;61.5500000
USDRUB;D;20221110;000000;59.7500000
USDRUB;D;20221111;000000;59.5500000
USDRUB;D;20221113;000000;59.5500000
USDRUB;D;20221114;000000;60.3750000
USDRUB;D;20221115;000000;61.3000000
USDRUB;D;20221116;000000;59.7750000
USDRUB;D;20221117;000000;59.5250000
USDRUB;D;20221118;000000;59.4600000
USDRUB;D;20221120;000000;59.8500000
USDRUB;D;20221121;000000;60.5600000
USDRUB;D;20221122;000000;60.6500000
USDRUB;D;20221123;000000;59.8000000
USDRUB;D;20221124;000000;60.3500000
USDRUB;D;20221125;000000;59.7500000
USDRUB;D;20221128;000000;59.9600000
USDRUB;D;20221129;000000;60.8300000
USDRUB;D;20221130;000000;60.0250000
USDRUB;D;20221201;000000;61.2000000
USDRUB;D;20221202;000000;61.5750000
USDRUB;D;20221204;000000;61.5000000
USDRUB;D;20221205;000000;61.6250000
USDRUB;D;20221206;000000;62.4000000
USDRUB;D;20221207;000000;62.5470000
USDRUB;D;20221208;000000;62.4000000
USDRUB;D;20221209;000000;62.5000000
USDRUB;D;20221211;000000;62.5000000
USDRUB;D;20221212;000000;61.6600000
USDRUB;D;20221213;000000;63.2000000
USDRUB;D;20221214;000000;64.7470000
USDRUB;D;20221215;000000;63.6500000
USDRUB;D;20221216;000000;63.8750000
USDRUB;D;20221218;000000;64.0000000
USDRUB;D;20221219;000000;66.0000000
USDRUB;D;20221220;000000;69.2500000
USDRUB;D;20221221;000000;69.5000000
USDRUB;D;20221222;000000;67.0000000
USDRUB;D;20221223;000000;68.0000000
USDRUB;D;20221226;000000;68.3300000
USDRUB;D;20221227;000000;69.0000000
USDRUB;D;20221228;000000;71.7500000
USDRUB;D;20221229;000000;73.0000000
USDRUB;D;20221230;000000;72.0000000
USDRUB;D;20230101;000000;73.6500000
USDRUB;D;20230102;000000;71.0007000
USDRUB;D;20230103;000000;73.0482000
USDRUB;D;20230104;000000;71.4959000
USDRUB;D;20230105;000000;72.1470000
USDRUB;D;20230106;000000;71.4800000
USDRUB;D;20230108;000000;72.4290000
USDRUB;D;20230109;000000;69.8800000
USDRUB;D;20230110;000000;69.6736000
USDRUB;D;20230111;000000;68.3025000
USDRUB;D;20230112;000000;67.7804000
