<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
CA;D;20220515;000000;9221.9672900
CA;D;20220516;000000;9279.2876700
CA;D;20220517;000000;9334.4034200
CA;D;20220518;000000;9162.4422800
CA;D;20220519;000000;9420.3839900
CA;D;20220520;000000;9485.4205750
CA;D;20220522;000000;9516.2853950
CA;D;20220523;000000;9540.5363250
CA;D;20220524;000000;9509.6715050
CA;D;20220525;000000;9421.4863050
CA;D;20220526;000000;9412.6677850
CA;D;20220527;000000;9527.3085450
CA;D;20220529;000000;9522.8992850
CA;D;20220530;000000;9565.8895700
CA;D;20220531;000000;9449.0441800
CA;D;20220601;000000;9527.3085450
CA;D;20220602;000000;10050.9081700
CA;D;20220603;000000;9876.7424000
CA;D;20220605;000000;9828.2405400
CA;D;20220606;000000;9759.8970100
CA;D;20220607;000000;9809.5011850
CA;D;20220608;000000;9799.5803500
CA;D;20220609;000000;9603.3682800
CA;D;20220610;000000;9436.9187150
CA;D;20220612;000000;9324.4825850
CA;D;20220613;000000;9268.2645200
CA;D;20220614;000000;9123.8612550
CA;D;20220615;000000;9206.5348800
CA;D;20220616;000000;9029.0621650
CA;D;20220617;000000;8840.5663000
CA;D;20220619;000000;8900.0913100
CA;D;20220620;000000;8836.1570400
CA;D;20220621;000000;8871.4311200
CA;D;20220622;000000;8658.6843250
CA;D;20220623;000000;8277.2833350
CA;D;20220624;000000;8243.1115700
CA;D;20220626;000000;8305.9435250
CA;D;20220627;000000;8266.2601850
CA;D;20220628;000000;8280.5902800
CA;D;20220629;000000;8332.3990850
CA;D;20220630;000000;8116.3453450
CA;D;20220701;000000;7969.7374500
CA;D;20220703;000000;7982.9652300
CA;D;20220704;000000;7902.4962350
CA;D;20220705;000000;7580.6202550
CA;D;20220706;000000;7577.3133100
CA;D;20220707;000000;7817.6179800
CA;D;20220708;000000;7760.2976000
CA;D;20220710;000000;7658.8846200
CA;D;20220711;000000;7534.3230250
CA;D;20220712;000000;7181.5822250
CA;D;20220713;000000;7290.7114100
CA;D;20220714;000000;7126.4664750
CA;D;20220715;000000;7155.1266650
CA;D;20220717;000000;7172.7637050
CA;D;20220718;000000;7302.8368750
CA;D;20220719;000000;7277.4836300
CA;D;20220720;000000;7302.8368750
CA;D;20220721;000000;7295.1206700
CA;D;20220722;000000;7325.9854900
CA;D;20220724;000000;7335.9063250
CA;D;20220725;000000;7399.8405950
CA;D;20220726;000000;7497.9466300
CA;D;20220727;000000;7659.9869350
CA;D;20220728;000000;7700.7725900
CA;D;20220729;000000;7924.5425350
CA;D;20220731;000000;7838.5619650
CA;D;20220801;000000;7795.5716800
CA;D;20220802;000000;7655.5776750
CA;D;20220803;000000;7656.6799900
